WaterYear,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH3NmgL,StrNO3NmgL,StrTDPmgL,StrSO4SmgL,depNH3Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH3NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL,iNDVI
1964,N/A,1966.7,1311.088642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1965,N/A,2634.9,1695.987802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1966,N/A,1718.3,1037.281783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1967,N/A,1815.9,1164.634248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1968,N/A,2124.4,1098.200939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1969,N/A,2183.7,1729.994881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1970,N/A,1994.4,1248.814472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1971,N/A,2804.2,1935.674664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1972,N/A,2792.2,2297.576231,3.12,N/A,0.006,N/A,0.034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.150769061,N/A,0.000669875,1.49E-05,0.001876782,N/A,N/A
1973,N/A,1605.9,713.9228264,2.25,N/A,0.001,0.003,0.034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.096972453,N/A,6.93E-05,0.000201529,0.0015879,N/A,N/A
1974,N/A,2889.5,2596.676679,3.78,N/A,N/A,N/A,0.034,N/A,N/A,21.0078,N/A,N/A,N/A,N/A,0.246295325,N/A,N/A,9.71E-06,0.001925335,N/A,N/A
1975,N/A,1951.2,1949.78939,3.13,N/A,N/A,0.024,0.03,N/A,N/A,7.353,N/A,N/A,N/A,N/A,0.119369715,N/A,N/A,0.000218631,0.001075113,N/A,N/A
1976,N/A,2367.4,2077.010118,4,N/A,N/A,0.037,0.031,N/A,N/A,13.1562,N/A,N/A,N/A,N/A,0.203358976,N/A,N/A,0.001861005,0.001688957,N/A,N/A
1977,N/A,1267,724.4241824,4.06,N/A,N/A,0.046,0.026,N/A,N/A,8.777333333,N/A,N/A,N/A,N/A,0.180469176,N/A,N/A,0.002392331,0.001165615,N/A,N/A
1978,N/A,2439.8,1911.133861,3.3,N/A,0.003,0.028,0.032,0.21,N/A,19.5156,N/A,N/A,N/A,N/A,0.290111078,N/A,N/A,0.002194279,0.002852319,N/A,N/A
1979,N/A,1771.7,1461.156406,3.93,N/A,0.006,0.026,0.025,0.14,14.40514286,33.62742857,48.03257143,138.3428571,N/A,N/A,0.273381891,N/A,0.0003767,0.001904263,0.001730963,0.006843895,N/A
1980,N/A,1966.9,1441.075856,3.31,N/A,0.008,0.01,0.031,0.29,16.62675,28.128,44.75475,N/A,N/A,N/A,0.198673292,N/A,0.000410053,0.000660611,0.00198856,2.65E-05,N/A
1981,N/A,2238.7,1578.703841,3.31,N/A,0.004,0.004,0.033,N/A,19.23436364,16.28454545,35.51890909,N/A,9.905416568,1760.38001,0.161137735,N/A,0.0001652,0.000164604,0.001448752,N/A,N/A
1982,N/A,2745.7,2219.343012,3.29,N/A,0.009,0.005,0.043,N/A,27.98483333,20.02733333,48.01216667,N/A,8.769166624,2236.870026,0.13359536,N/A,0.000400722,0.000148134,0.001738754,N/A,N/A
1983,N/A,2623.2,2046.428212,3.21,N/A,0.021,0.004,0.032,N/A,19.154,21.5555,40.7095,N/A,9.289166689,2146.260023,0.1417359,N/A,0.000327408,0.000127939,0.001384922,N/A,111.3494
1984,N/A,2521.4,2030.168048,3.13,N/A,0.003,0.017,0.021,0.28,14.5374,19.857,34.3944,262.8,9.058750021,2144.310009,0.230802503,N/A,0.000184501,0.000932338,0.001485933,0.001305585,111.0202
1985,N/A,2073.9,1537.827596,3.06,N/A,0.008,0.004,0.033,N/A,14.73145455,17.2762,31.1408,N/A,8.70374988,1682.190016,0.162845779,N/A,0.00043301,0.000185391,0.001658382,N/A,12.4192
1986,N/A,2252.8,1490.740871,3.58,N/A,0.004,0.003,0.027,N/A,6.803181818,17.35936364,24.16254545,N/A,9.151249955,1863.810012,0.134452482,N/A,0.000155974,0.00013301,0.000972517,N/A,136.2662
1987,N/A,1714.7,1184.695978,3.55,N/A,0.005,0.001,0.03,N/A,7.9135,17.8255,25.739,N/A,10.29583327,1393.829985,0.220833201,N/A,0.000415107,9.83E-05,0.001771311,N/A,133.2067
1988,N/A,1963.8,1320.479639,N/A,N/A,N/A,N/A,N/A,N/A,3.3554,7.50238,10.85778,N/A,9.76666673,1644.99,N/A,N/A,N/A,N/A,N/A,N/A,132.3397
1989,N/A,2185.4,1681.741339,N/A,N/A,N/A,N/A,N/A,N/A,5.053916667,6.888233333,11.94215,4.913666667,9.352083258,1790.709966,N/A,N/A,N/A,N/A,N/A,N/A,191.0053
1990,N/A,1981.7,1396.416864,N/A,N/A,N/A,N/A,N/A,N/A,3.071516667,6.09425,9.165766667,5.3325,9.845833401,1596.150012,N/A,N/A,N/A,N/A,N/A,N/A,140.3812
1991,N/A,2028,1367.378168,N/A,N/A,N/A,N/A,N/A,N/A,3.864833333,6.3865,10.25133333,9.190833333,9.010833412,1636.889991,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1992,N/A,1692.05,994.5047539,N/A,N/A,N/A,N/A,N/A,N/A,2.822818182,4.90715,7.495454545,8.386666667,11.20875009,1489.439967,N/A,N/A,N/A,N/A,N/A,N/A,233.58395
1993,7.562777778,2502.05,1858.777639,N/A,N/A,N/A,N/A,N/A,N/A,3.977381818,6.793345455,10.77072727,13.36327273,8.804583219,1974.949991,N/A,N/A,N/A,N/A,N/A,N/A,105.5303
1994,8.765439093,1512.45,800.2484889,N/A,N/A,N/A,N/A,N/A,N/A,2.866033333,5.769709091,8.862472727,10.89,9.909166614,1210.61,N/A,N/A,N/A,N/A,N/A,N/A,130.69445
1995,7.759863014,2427.85,1718.834838,N/A,N/A,N/A,N/A,N/A,N/A,3.2234,5.5654,8.7888,14.81633333,9.232083321,1984.959972,N/A,N/A,N/A,N/A,N/A,N/A,140.9121
1996,8.793181818,2887,2420.035592,N/A,N/A,N/A,N/A,N/A,N/A,4.071909091,6.587272727,10.65918182,24.57,9.799166679,2483.430009,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1997,8.166298343,3222.25,2436.314575,N/A,N/A,N/A,N/A,N/A,N/A,4.13985,7.3669,11.50675,15.64583333,9.570000132,2662.279964,N/A,N/A,N/A,N/A,N/A,N/A,234.7587
1998,8.67706044,2043.75,1401.648722,N/A,N/A,N/A,N/A,N/A,N/A,4.029283333,6.4349,10.46418333,10.22490909,9.959583322,1670.970002,N/A,N/A,N/A,N/A,N/A,N/A,145.0196
1999,7.079863014,2650.55,2103.6399,N/A,N/A,N/A,N/A,N/A,N/A,3.109333333,4.92595,8.035283333,9.115818182,8.592499996,2281.760019,N/A,N/A,N/A,N/A,N/A,N/A,144.5673
2000,8.630144928,2167.9,1555.988543,N/A,N/A,N/A,N/A,N/A,N/A,4.198654545,5.709145455,9.9078,10.84690909,9.73999994,1807.260007,N/A,N/A,N/A,N/A,N/A,N/A,0.4039
2001,8.19739726,1324.95,537.5263943,N/A,N/A,N/A,N/A,N/A,N/A,2.8772,5.969883333,8.847083333,8.000833333,9.436249892,1104.840008,N/A,N/A,N/A,N/A,N/A,N/A,108.7962
2002,7.612931034,2239.3,1624.943683,N/A,N/A,N/A,N/A,N/A,N/A,2.52875,4.909833333,7.438583333,9.058333333,9.409166634,1837.430007,N/A,N/A,N/A,N/A,N/A,N/A,158.0864
2003,8.824794521,1955.15,1235.414892,3.86,0.55,0.008,N/A,0.017,0.08,3.838781818,5.7466,9.585381818,11.68636364,10.28708345,1666.070024,0.174899992,0.027989184,0.000421906,2.02E-05,0.00079217,0.003857263,104.5802
2004,8.252322404,2190.95,1243.093303,3.93,0.38,0.014,0.001,0.02,0.1,3.361483333,5.46755,8.829033333,12.259,9.979999801,1812.09999,0.155268648,0.014893949,0.000527334,2.05E-05,0.000813937,0.003855843,N/A
2005,7.555507246,1601.4,793.5863383,4.18,0.53,0.008,N/A,0.022,0.08,3.1571,5.350316667,8.507416667,11.28581818,9.880416791,1318.209984,0.23002988,0.031441852,0.000594527,2.40E-05,0.001238332,0.004324843,143.9706
2006,8.054621849,2471.75,1579.663643,3.9,0.54,0.011,N/A,0.02,0.07,4.771916667,6.443166667,11.21508333,10.06766667,9.684166749,2015.96999,0.186253738,0.02716871,0.000492131,9.47E-06,0.000943827,0.003296758,151.468
2007,7.554269972,2256.1,1360.301985,3.78,0.42,0.003,N/A,0.023,0.07,2.480916667,4.787,7.267916667,12.74666667,9.524999986,1819.849966,0.180393464,0.020409098,0.000152972,2.35E-07,0.001098394,0.003452221,132.6365
2008,6.178674352,2395.2,1727.49187,4.21,0.39,0.005,N/A,0.024,0.07,7.1505,10.18308333,17.33358333,18.845,8.67666673,1945.239979,0.198814712,0.018465117,0.00020382,1.12E-05,0.00115314,0.003546279,117.2426
2009,7.941780822,2092.05,1289.709537,3.91,0.46,0.003,N/A,0.024,0.07,12.248,13.501,25.749,23.755,9.670416916,1669.180041,0.152772071,0.018283234,0.000157347,3.55E-06,0.000983117,0.002857435,47.5999
2010,7.158653846,2233.2,1225.120552,4.08,0.42,0.009,0.001,0.021,0.07,12.249,14.674,26.923,24.99,9.141250059,1834.72998,0.257737104,0.027832345,0.000460291,5.06E-05,0.001407893,0.005014593,N/A
2011,6.511917808,2481,1730.841765,4.09,0.47,0.011,N/A,0.012,0.07,15.85945455,17.05872727,32.91818182,32.04727273,8.717083365,2076.68998,0.19905654,0.024327172,0.000505317,1.93E-05,0.000593226,0.003484397,0.41735
2012,7.207923497,2493.5,1661.717248,3.96,0.56,0.004,0.001,0.011,0.07,9.540545455,11.95581818,21.49636364,24.43090909,9.290000002,1913.579999,0.143845884,0.019984711,0.000209667,3.46E-05,0.000399968,0.002556146,134.3239
2013,9.057023411,2482.018333,1305.103998,3.99,0.57,0.003,N/A,0.012,0.07,9.306,14.65418182,23.96018182,23.25272727,9.73875005,1910.149994,0.203382073,0.035479898,0.000156616,2.05E-05,0.000675867,0.003887639,192.1003
2014,8.214383562,2119.3,1403.060195,4.14,0.56,0.004,N/A,0.012,0.07,5.9425,13.834,19.7765,24.1175,10.04541669,1728.580002,0.144747361,0.022999745,0.000146741,2.16E-05,0.000452014,0.002492857,139.7386
2015,9.747945205,1507.741558,871.4996243,4.04,0.51,0.003,N/A,0.013,0.07,1.176,7.9935,9.1695,13.8,11.34958323,1498.459994,0.118395526,0.017041116,0.000102704,5.92E-06,0.000420575,0.002161614,181.4613
2016,8.43989071,2211.5,1280.996047,4.13,0.58,0.005,0.001,0.012,0.07,3.483272727,10.62345455,14.10672727,27.19636364,10.42291659,1833.539965,0.237773517,0.043286321,0.00030066,3.20E-05,0.000822778,0.004350126,N/A
2017,7.823424658,2732.9,1754.008735,4.24,0.5,0.005,0.001,0.012,0.07,2.3088,12.7716,15.0804,31.578,9.610416626,2267.059999,0.235205631,0.030276499,0.000211993,3.63E-05,0.000699746,0.004120771,N/A
2018,8.814766082,1685.8944,1151.723979,4.22,0.44,0.01,N/A,0.013,0.07,4.766181818,8.096181818,12.86236364,16.12909091,9.972916663,1407.270004,0.20318262,0.024761757,0.000446126,3.87E-06,0.000717099,0.003791627,N/A
